deepspeed,48,128,512,640,371.8663024902344,14.468529367247157,0.017662200094542124,0.7227955956965288,10066.75779247284
deepspeed,48,512,512,1024,1755.6051025390625,21.555761882966053,0.016000916244067825,1.348417867393869,14855.598815917969
deepspeed,48,1024,1024,2048,3385.28369140625,29.870153769359128,0.01657406513570941,3.433093077596029,42606.593269348145
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
hf_baseline,1,1,2048,2049,29.546464920043945,29.636048101461988,0.0004998320533436614,0.7909365601155051,61741.22573471069
hf_baseline,1,128,512,640,32.80854415893555,29.68239455254579,-0.0005623733330420584,0.1745816809436506,15127.232103347778
hf_baseline,1,512,512,1024,52.29875183105469,29.50603465046261,6.512310396640052e-05,0.1637634409528676,15138.368324279785
hf_baseline,1,1024,1024,2048,106.10185241699219,29.203584475732256,0.0018184582234741082,0.25079818476478566,30931.973262786865
deepspeed,64,1,2048,2049,11.834688186645508,13.068414160752024,0.021431697562217016,4.449385702789382,71642.589138031
deepspeed,64,128,512,640,572.0076293945312,15.453333067159143,0.023008552193298573,1.010252919333538,11466.79022026062
hf_baseline,8,1,2048,2049,30.004064559936523,28.998108580786766,0.014554977140344042,0.5058746829178444,89868.43341445923
deepspeed,64,512,512,1024,2079.150146484375,24.600991553450175,0.0201895663044087,2.2646472980978305,17281.058267593384
hf_baseline,8,128,512,640,86.98710632324219,30.780614384466435,0.013549454856882224,0.24275102868175644,17581.44277191162
llama_baseline,32,1,2048,2049,27.503616333007812,17.026004250058946,0.07623258778109962,1.854835553800901,194516.94796943665
hf_baseline,8,512,512,1024,362.204345703125,35.96533268844663,0.014512429116125457,0.31248841356091894,20631.531425476074
llama_baseline,32,128,512,640,313.8385925292969,24.57433155075505,0.07935747047902333,0.36962031672573986,23211.997205734253
hf_baseline,8,1024,1024,2048,814.1296997070312,43.37482267452127,0.0146180306803519,0.5058599431320159,52828.19268798828
llama_baseline,32,512,512,1024,1389.192138671875,55.27545161664839,0.07700499747117012,0.49867945710982275,39669.08411026001
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
deepspeed,64,128,512,640,487.47100830078125,15.366018729069356,0.023426961816981975,0.9625670386420454,11392.156838417053
hf_baseline,16,1,2048,2049,29.891584396362305,28.224535738462396,0.0297546573320396,0.7627798847488371,120114.17882156372
deepspeed,64,512,512,1024,2337.49462890625,24.696308006045886,0.020684002109126645,2.0607894097874593,17652.53691482544
hf_baseline,16,128,512,640,166.4283905029297,32.285152206828,0.02877522132174939,0.28186479805332076,20413.696382522583
llama_baseline,32,1024,1024,2048,3479.77001953125,94.70328467367682,0.07711482743173055,0.9773546674771494,140673.23762512207
hf_baseline,16,512,512,1024,711.2272338867188,43.405920294137196,0.029184874836657732,0.5577175597709217,26694.587619781494
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
deepspeed,64,1,2048,2049,11.86303997039795,13.03692962159097,0.02143118511921615,4.448948421956255,71577.09554100037
deepspeed,64,1024,1024,2048,4630.88671875,35.428766625520936,0.02075600591900716,6.033670020309015,51724.77933883667
llama_baseline,48,1,2048,2049,28.235776901245117,16.327556305889274,0.11547431231683214,1.8175776730639661,275263.3069458008
llama_baseline,48,128,512,640,471.2929382324219,28.987628708919793,0.11965694317039476,0.41578606048322314,30875.869188308716
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
llama_baseline,48,512,512,1024,2087.97900390625,75.29485615953777,0.11541111461721305,0.7343488161420267,55602.29579162598
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
llama_baseline,64,1,2048,2049,26.787839889526367,16.222027804397673,0.1548264897632663,1.9265499962453683,357452.4892654419
llama_baseline,64,128,512,640,617.333740234375,34.25985220736606,0.15894365827912663,0.5190222533484616,38835.27161026001
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
vLLM,1,128,512,640,0,0,0,0,7.433352116990136
vLLM,1,512,512,1024,0,0,0,0,13.306066186982207
vLLM,1,1024,1024,2048,0,0,0,0,32.62072683600127
vLLM,1,1,2048,2049,0,0,0,0,26.964802152011544
vLLM,16,128,512,640,0,0,0,0,11.084059649001574
vLLM,16,512,512,1024,0,0,0,0,23.25464377400931
vLLM,16,1024,1024,2048,0,0,0,0,65.24371504000737
model,batch_size,prompt_len,gen_len,total_len,first_time,inc_time,inc_time2,error,total time
vLLM,16,1,2048,2049,0,0,0,0,56.09835012600524
vLLM,32,128,512,640,0,0,0,0,15.013294094998855
vLLM,32,512,512,1024,0,0,0,0,33.45512986599351
llama_baseline,64,512,512,1024,2940.8173828125,95.3918060312766,0.154355853058409,0.9442392924610744,71799.3696975708
vLLM,32,1024,1024,2048,0,0,0,0,102.82730116101447
vLLM,32,1,2048,2049,0,0,0,0,99.84613301901845
vLLM,64,128,512,640,0,0,0,0,23.161685669008875
vLLM,64,512,512,1024,0,0,0,0,54.103165275009815
