model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
hf_baseline,1,1,2048,436.5431823730469,30.15886455828612,0.0007869793615156412,9.503283088901423
hf_baseline,1,512,513,52.849056243896484,-1,-1,-1
hf_baseline,16,1,2048,30.45199966430664,27.43517634680649,0.05326143517457279,105.99037234414202
hf_baseline,16,512,513,720.969970703125,-1,-1,-1
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
llama_baseline,1,512,513,1464.7921142578125,0,0,0
llama_baseline,1,1,2048,27.74118423461914,28.10206204767194,-0.0003624548112821531,0.5027522694782749
llama_baseline,16,512,513,693.7221069335938,0,0,0
llama_baseline,16,1,2048,29.55776023864746,18.8738270874055,0.03674070389782709,3.6796614722855145
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,1,512,513,440.7689208984375,0,0,0
deepspeed,1,1,2048,11.499232292175293,11.161105154706553,0.00048318666875181085,0.23824357310510164
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,1,64,65,391.0901184082031,0,0,0
deepspeed,1,512,513,34.536705017089844,0,0,0
deepspeed,1,1024,1025,76.310302734375,0,0,0
deepspeed,1,1,2048,12.307519912719727,11.487834554959568,0.0003976488891704228,0.23797443494412004
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,64,65,498.6465148925781,0,0,0
deepspeed,16,512,513,508.16943359375,0,0,0
deepspeed,16,1024,1025,1110.103759765625,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,1,2048,412.96881103515625,11.345641082650063,0.0060070776812240255,0.6847989464300906
deepspeed,1,1,2048,11.915007591247559,12.555296093622845,-0.036944699494735105,0.7417553022045711
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,64,65,480.607177734375,0,0,0
deepspeed,16,512,513,507.9364013671875,0,0,0
deepspeed,16,1024,1025,1107.7322998046875,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,64,65,530.5368041992188,0,0,0
deepspeed,16,512,513,509.1227111816406,0,0,0
deepspeed,16,1024,1025,1108.15576171875,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,64,65,517.1329345703125,0,0,0
deepspeed,16,512,513,520.4033813476562,0,0,0
deepspeed,16,1024,1025,1106.9605712890625,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,1,2048,401.7286682128906,11.30877804773276,0.006000102344214275,0.6875460346841457
deepspeed,16,64,65,65.4012451171875,0,0,0
deepspeed,16,512,513,516.172607421875,0,0,0
deepspeed,16,1024,1025,1120.8782958984375,0,0,0
deepspeed,1,1,2048,11.805120468139648,11.879687547683723,-0.03561646938324045,0.40664281914885664
deepspeed,1,64,65,11.519071578979492,0,0,0
deepspeed,1,512,513,34.2237434387207,0,0,0
deepspeed,1,1024,1025,75.18803405761719,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
hf_baseline,16,1,2048,382.2115783691406,23.66098863461578,0.05534555867635824,109.25651580670466
hf_baseline,16,64,65,86.77378845214844,0,0,0
hf_baseline,16,512,513,718.5985107421875,0,0,0
hf_baseline,16,1024,1025,1610.61669921875,0,0,0
hf_baseline,1,1,2048,30.379423141479492,29.884793197348632,0.0004909237938555478,0.5696791812124177
hf_baseline,1,64,65,30.842464447021484,0,0,0
hf_baseline,1,512,513,51.643585205078125,0,0,0
hf_baseline,1,1024,1025,105.59180450439453,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
llama_baseline,16,1,2048,872.5094604492188,19.56558309414073,0.035816517789564954,16.231707256303174
llama_baseline,16,64,65,81.20626831054688,0,0,0
llama_baseline,16,512,513,694.75634765625,0,0,0
llama_baseline,16,1024,1025,1585.0772705078125,0,0,0
llama_baseline,1,1,2048,27.224063873291016,26.963610896708047,0.00011346510337217752,0.2585953069210827
llama_baseline,1,64,65,30.97599983215332,0,0,0
llama_baseline,1,512,513,48.519168853759766,0,0,0
llama_baseline,1,1024,1025,103.11270141601562,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
llama_baseline,16,1,2048,32.45158386230469,19.764015193739887,0.035499094118888554,2.79554578789537
llama_baseline,16,64,65,81.42131042480469,0,0,0
llama_baseline,16,512,513,697.1453247070312,0,0,0
llama_baseline,16,1024,1025,1587.4027099609375,0,0,0
llama_baseline,4,1,2048,29.434879302978516,27.493509144096507,0.0019118528372005206,1.2323644027045932
llama_baseline,4,64,65,30.36569595336914,0,0,0
llama_baseline,4,512,513,179.22457885742188,0,0,0
llama_baseline,4,1024,1025,402.74432373046875,0,0,0
llama_baseline,1,1,2048,27.672576904296875,27.55693166761407,-0.00014980851391194604,0.5368847002993614
llama_baseline,1,64,65,36.42060852050781,0,0,0
llama_baseline,1,512,513,48.561153411865234,0,0,0
llama_baseline,1,1024,1025,103.4250259399414,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
hf_baseline,16,1,2048,36.541664123535156,29.30723537073958,0.02939211981475323,1.480471755960519
hf_baseline,16,64,65,86.62425231933594,0,0,0
hf_baseline,16,512,513,710.9521484375,0,0,0
hf_baseline,16,1024,1025,1622.0443115234375,0,0,0
hf_baseline,4,1,2048,29.864383697509766,29.426666514213743,0.006897626305228848,0.5525644077375852
hf_baseline,4,64,65,34.625919342041016,0,0,0
hf_baseline,4,512,513,184.12832641601562,0,0,0
hf_baseline,4,1024,1025,410.643798828125,0,0,0
hf_baseline,1,1,2048,28.866592407226562,29.48661452217473,0.0005998091598663511,0.5055234657785284
hf_baseline,1,64,65,30.27471923828125,0,0,0
hf_baseline,1,512,513,51.77097702026367,0,0,0
hf_baseline,1,1024,1025,104.78662109375,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,1,2048,478.1280212402344,11.36618421629008,0.0060488515508804845,0.7687402186533647
deepspeed,16,64,65,63.94124984741211,0,0,0
deepspeed,16,512,513,519.3411254882812,0,0,0
deepspeed,16,1024,1025,1120.75732421875,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,1,2048,433.9895324707031,10.387032620147867,0.007468266907263827,21.495672485511893
deepspeed,16,64,65,64.24140930175781,0,0,0
deepspeed,16,512,513,514.5177001953125,0,0,0
deepspeed,16,1024,1025,1120.940673828125,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,1,2048,428.5149230957031,22.20938941539758,0.0061778298821347005,1.1688150233720263
deepspeed,16,64,65,76.78819274902344,0,0,0
deepspeed,16,512,513,536.1904296875,0,0,0
deepspeed,16,1024,1025,1143.9344482421875,0,0,0
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
model,batch_size,prompt_len,total_len,first_time,inc_time,inc_time2,error
deepspeed,16,1,2048,11.13811206817627,11.32284826603709,0.006108863959805811,0.7150272412470513
deepspeed,16,64,65,64.13619232177734,0,0,0
